2023-05-05 03:30:16,074 INFO    StreamThr :1925413 [internal.py:wandb_internal():87] W&B internal server running at pid: 1925413, started at: 2023-05-05 03:30:16.073955
2023-05-05 03:30:16,125 DEBUG   HandlerThread:1925413 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-05-05 03:30:16,125 DEBUG   HandlerThread:1925413 [system_info.py:_save_pip():67] Saving pip packages done
2023-05-05 03:30:16,125 DEBUG   HandlerThread:1925413 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-05-05 03:30:23,546 DEBUG   HandlerThread:1925413 [system_info.py:_save_conda():86] Saving conda packages done
2023-05-05 03:30:23,546 INFO    HandlerThread:1925413 [system_monitor.py:probe():219] Finished publishing system info
2023-05-05 03:30:23,675 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 03:30:23,675 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: keepalive
2023-05-05 03:30:23,676 DEBUG   SenderThread:1925413 [sender.py:send_request():363] send_request: status_report
2023-05-05 03:30:24,886 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: partial_history
2023-05-05 03:30:26,678 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 03:30:26,679 DEBUG   SenderThread:1925413 [sender.py:send_request():363] send_request: status_report
2023-05-05 03:30:31,671 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: partial_history
2023-05-05 03:30:31,688 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 03:30:31,688 DEBUG   SenderThread:1925413 [sender.py:send_request():363] send_request: status_report
2023-05-05 03:30:36,696 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 03:30:36,696 DEBUG   SenderThread:1925413 [sender.py:send_request():363] send_request: status_report
2023-05-05 03:30:38,453 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: partial_history
2023-05-05 03:30:41,701 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 03:30:41,702 DEBUG   SenderThread:1925413 [sender.py:send_request():363] send_request: status_report
2023-05-05 03:30:45,253 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: partial_history
2023-05-05 03:30:46,710 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 03:30:46,710 DEBUG   SenderThread:1925413 [sender.py:send_request():363] send_request: status_report
2023-05-05 03:30:51,725 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 03:30:51,726 DEBUG   SenderThread:1925413 [sender.py:send_request():363] send_request: status_report
2023-05-05 03:30:52,045 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: partial_history
2023-05-05 03:30:56,741 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 03:30:56,741 DEBUG   SenderThread:1925413 [sender.py:send_request():363] send_request: status_report
2023-05-05 03:30:58,853 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: partial_history
2023-05-05 03:31:01,755 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 03:31:01,755 DEBUG   SenderThread:1925413 [sender.py:send_request():363] send_request: status_report
2023-05-05 03:31:05,674 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: partial_history
2023-05-05 03:31:06,760 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 03:31:06,760 DEBUG   SenderThread:1925413 [sender.py:send_request():363] send_request: status_report
2023-05-05 03:31:11,767 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 03:31:11,767 DEBUG   SenderThread:1925413 [sender.py:send_request():363] send_request: status_report
2023-05-05 03:31:12,504 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: partial_history
2023-05-05 03:31:16,106 DEBUG   SystemMonitor:1925413 [system_monitor.py:_start():161] Starting system metrics aggregation loop
2023-05-05 03:31:16,791 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 03:31:16,792 DEBUG   SenderThread:1925413 [sender.py:send_request():363] send_request: status_report
2023-05-05 03:31:19,333 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: partial_history
2023-05-05 03:31:21,796 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 03:31:21,797 DEBUG   SenderThread:1925413 [sender.py:send_request():363] send_request: status_report
2023-05-05 03:31:26,174 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: partial_history
2023-05-05 03:31:26,803 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 03:31:26,803 DEBUG   SenderThread:1925413 [sender.py:send_request():363] send_request: status_report
2023-05-05 03:31:31,813 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 03:31:31,814 DEBUG   SenderThread:1925413 [sender.py:send_request():363] send_request: status_report
2023-05-05 03:31:33,016 DEBUG   HandlerThread:1925413 [handler.py:handle_request():144] handle_request: partial_history
